day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_collisions
4,2013,11,28,2013-11-28,33.2,13.3,1018.0,10.0,7.9,17.1,28.9,39.2,30.0,0.31,999.9,0,429
5,2013,11,29,2013-11-29,33.7,13.8,1034.0,10.0,2.4,6.0,14.0,39.0,30.0,0.0,999.9,0,437
6,2013,11,30,2013-11-30,31.2,14.3,1039.1,10.0,4.9,8.0,999.9,39.0,25.0,0.0,999.9,0,479
7,2013,12,01,2013-12-01,41.3,28.2,1023.8,10.0,2.1,6.0,999.9,48.9,25.0,0.0,999.9,0,420
1,2013,12,02,2013-12-02,45.1,32.4,1014.8,8.2,2.2,5.1,999.9,48.9,36.0,0.0,999.9,0,549
2,2013,12,03,2013-12-03,44.8,34.3,1012.9,6.9,2.7,7.0,999.9,53.1,37.9,0.0,999.9,0,553
3,2013,12,04,2013-12-04,45.7,34.7,1018.0,6.4,2.4,5.1,999.9,53.1,37.9,0.0,999.9,0,520
4,2013,12,05,2013-12-05,52.8,47.0,1018.1,5.0,2.6,5.1,999.9,60.1,41.0,0.01,999.9,1,573
5,2013,12,06,2013-12-06,52.4,48.3,1015.1,6.0,4.2,8.9,15.9,62.1,43.0,0.04,999.9,0,759
6,2013,12,07,2013-12-07,38.2,29.1,1024.9,7.8,6.1,9.9,19.0,42.1,35.6,0.83,999.9,0,567
7,2013,12,08,2013-12-08,31.6,15.6,1033.9,9.0,5.2,9.9,999.9,41.0,28.9,0.14,999.9,0,456
1,2013,12,09,2013-12-09,34.6,31.2,1019.9,4.2,6.8,12.0,22.9,39.0,28.9,0.28,999.9,0,639
2,2013,12,10,2013-12-10,35.7,30.2,1014.9,6.3,5.1,8.9,17.1,39.0,30.9,0.1,999.9,1,539
3,2013,12,11,2013-12-11,30.1,14.1,1022.8,10.0,6.8,12.0,21.0,37.0,27.0,0.23,999.9,0,605
4,2013,12,12,2013-12-12,26.8,8.0,1024.8,10.0,6.6,11.1,19.0,33.1,23.0,0.0,999.9,0,648
5,2013,12,13,2013-12-13,27.8,7.7,1021.7,10.0,5.5,11.1,25.1,35.1,23.0,0.0,999.9,0,695
6,2013,12,14,2013-12-14,28.2,17.5,1027.8,5.7,7.0,15.9,22.9,34.0,21.2,0.0,999.9,1,690
7,2013,12,15,2013-12-15,33.1,27.5,1004.5,6.2,8.1,17.1,25.1,39.9,21.9,1.45,999.9,1,450
1,2013,12,16,2013-12-16,30.3,12.7,1015.1,10.0,7.4,12.0,22.0,39.9,26.1,0.72,3.1,0,640
2,2013,12,17,2013-12-17,27.3,16.0,1020.7,6.1,5.2,9.9,999.9,32.0,24.8,0.01,3.1,1,703
3,2013,12,18,2013-12-18,28.9,18.3,1016.3,9.7,5.5,11.1,19.0,37.0,23.0,0.18,3.1,0,701
4,2013,12,19,2013-12-19,36.5,20.7,1020.0,9.7,4.8,8.0,21.0,45.0,23.0,0.0,3.9,0,607
5,2013,12,20,2013-12-20,46.8,28.4,1017.8,10.0,3.0,11.1,20.0,53.1,30.0,0.0,3.1,0,674
6,2013,12,21,2013-12-21,55.4,44.4,1014.6,9.8,7.0,11.1,20.0,63.0,41.0,0.01,3.1,0,594
7,2013,12,22,2013-12-22,65.5,55.4,1011.9,10.0,5.5,12.0,22.9,71.1,51.1,0.0,1.2,0,505
1,2013,12,23,2013-12-23,59.8,54.0,1015.0,7.5,3.7,14.0,25.1,71.1,52.0,0.07,999.9,0,707
2,2013,12,24,2013-12-24,38.8,23.9,1020.5,10.0,5.8,12.0,22.0,64.0,34.0,0.44,999.9,0,515
3,2013,12,25,2013-12-25,24.8,6.5,1030.4,10.0,5.2,14.0,25.1,42.1,19.0,0.0,999.9,0,257
4,2013,12,26,2013-12-26,31.9,18.7,1026.3,10.0,4.5,8.0,15.9,35.1,28.0,0.0,999.9,0,428
5,2013,12,27,2013-12-27,35.2,18.7,1026.0,10.0,5.2,8.9,999.9,39.9,32.0,0.0,999.9,0,476
6,2013,12,28,2013-12-28,43.0,22.0,1022.7,10.0,5.8,13.0,22.9,55.0,30.9,0.0,999.9,0,475
7,2013,12,29,2013-12-29,45.9,30.4,1016.1,7.6,5.4,12.0,18.1,55.0,36.0,0.0,999.9,0,394
1,2013,12,30,2013-12-30,39.8,29.2,1011.3,9.8,6.2,11.1,19.0,48.0,28.9,1.2,999.9,0,476
2,2013,12,31,2013-12-31,26.0,10.4,1020.6,9.9,4.4,11.1,22.9,45.0,21.0,0.0,999.9,0,465
3,2014,01,01,2014-01-01,28.2,10.7,1026.8,10.0,5.1,8.9,20.0,33.1,21.0,0.0,999.9,0,399
4,2014,01,02,2014-01-02,28.5,19.6,1018.8,9.2,9.8,15.0,21.0,33.1,24.1,0.02,999.9,0,603
5,2014,01,03,2014-01-03,15.6,6.7,1014.9,3.8,10.1,15.0,25.1,24.8,10.0,0.58,999.9,1,423
6,2014,01,04,2014-01-04,15.8,-1.4,1031.0,10.0,4.0,8.0,17.1,28.0,8.1,0.02,5.9,0,418
7,2014,01,05,2014-01-05,30.3,21.9,1025.6,6.4,3.8,7.0,15.0,36.0,27.0,0.0,5.9,1,320
1,2014,01,06,2014-01-06,45.6,39.8,1002.6,3.6,6.3,11.1,22.9,55.0,35.6,0.23,3.9,1,518
2,2014,01,07,2014-01-07,12.3,-8.0,1015.6,999.9,13.0,19.0,31.1,36.0,3.9,0.27,1.2,0,491
3,2014,01,08,2014-01-08,12.9,-5.1,1031.1,10.0,6.3,11.1,20.0,21.0,9.0,0.0,999.9,0,616
4,2014,01,09,2014-01-09,25.3,5.4,1035.2,10.0,2.8,8.0,999.9,32.0,9.0,0.0,999.9,0,561
5,2014,01,10,2014-01-10,32.3,22.6,1033.3,6.4,2.9,7.0,999.9,36.0,21.9,0.0,999.9,0,667
6,2014,01,11,2014-01-11,47.7,45.2,1014.7,3.1,5.6,9.9,21.0,57.9,30.0,1.4,999.9,1,465
7,2014,01,12,2014-01-12,47.6,33.8,1005.0,9.7,7.2,12.0,25.1,57.9,37.0,0.42,999.9,0,388
1,2014,01,13,2014-01-13,42.7,29.3,1018.0,9.8,4.4,9.9,21.0,54.0,37.0,0.05,999.9,0,568
2,2014,01,14,2014-01-14,48.3,40.0,1009.4,8.5,4.7,8.9,18.1,52.0,37.0,0.0,999.9,0,559
3,2014,01,15,2014-01-15,42.6,37.5,1009.9,8.8,3.3,6.0,999.9,46.9,39.2,0.38,999.9,0,583
4,2014,01,16,2014-01-16,39.4,32.7,9999.9,999.9,999.9,999.9,999.9,41.0,36.1,0.0,999.9,0,521
5,2014,01,17,2014-01-17,37.8,23.5,9999.9,999.9,999.9,999.9,999.9,44.6,32.7,0.0,999.9,0,589
6,2014,01,18,2014-01-18,37.6,26.9,9999.9,999.9,999.9,999.9,999.9,41.0,32.0,0.0,999.9,0,448
7,2014,01,19,2014-01-19,29.1,16.0,9999.9,999.9,999.9,999.9,999.9,35.6,24.8,0.07,999.9,0,380
1,2014,01,20,2014-01-20,39.0,21.1,9999.9,999.9,999.9,999.9,999.9,44.6,35.6,0.0,999.9,0,360
2,2014,01,21,2014-01-21,25.2,13.3,9999.9,999.9,999.9,999.9,999.9,39.2,14.0,0.0,999.9,0,1161
3,2014,01,22,2014-01-22,12.3,0.0,9999.9,999.9,999.9,999.9,999.9,17.6,6.8,0.46,999.9,0,498
4,2014,01,23,2014-01-23,13.1,-2.3,9999.9,999.9,999.9,999.9,999.9,19.4,8.6,0.02,11.0,0,612
5,2014,01,24,2014-01-24,14.7,-3.6,9999.9,999.9,999.9,999.9,999.9,19.4,10.4,0.0,7.1,0,705
6,2014,01,25,2014-01-25,21.8,6.6,999.1,5.3,6.2,8.0,15.0,28.0,15.8,0.0,5.9,0,475
7,2014,01,26,2014-01-26,21.4,5.3,1006.0,9.8,6.9,14.0,22.9,28.0,17.1,0.04,3.9,0,465
1,2014,01,27,2014-01-27,34.8,17.4,1006.9,10.0,5.9,15.0,24.1,44.1,25.0,0.0,3.9,0,511
2,2014,01,28,2014-01-28,17.8,-7.2,1023.8,10.0,6.5,12.0,22.0,26.1,12.9,0.0,3.1,0,504
3,2014,01,29,2014-01-29,17.4,-2.4,1022.0,8.4,5.8,8.9,18.1,23.0,12.0,0.04,1.2,0,649
4,2014,01,30,2014-01-30,21.2,0.2,1027.9,10.0,3.1,8.9,18.1,30.0,14.0,0.0,2.0,0,657
5,2014,01,31,2014-01-31,30.7,9.9,1021.2,10.0,5.0,8.9,15.9,39.0,16.0,0.0,1.2,0,560
6,2014,02,01,2014-02-01,39.1,17.2,1024.3,9.9,2.4,6.0,999.9,44.1,25.0,0.0,1.2,0,507
7,2014,02,02,2014-02-02,45.1,34.2,1015.0,7.8,3.1,7.0,999.9,55.9,36.0,0.0,1.2,0,417
1,2014,02,03,2014-02-03,35.5,30.4,1019.7,3.7,5.3,8.9,14.0,55.9,30.0,0.33,1.2,1,960
2,2014,02,04,2014-02-04,28.3,20.9,1028.4,3.8,2.1,6.0,999.9,42.8,21.9,0.84,1.2,0,613
3,2014,02,05,2014-02-05,31.8,27.5,1015.2,4.1,6.4,13.0,24.1,35.1,21.9,0.97,7.9,1,468
4,2014,02,06,2014-02-06,27.3,18.7,1020.4,9.5,4.9,8.0,14.0,33.1,21.2,1.43,9.1,0,569
5,2014,02,07,2014-02-07,27.6,13.5,1024.7,10.0,5.6,11.1,15.9,32.0,24.1,0.0,9.1,0,675
6,2014,02,08,2014-02-08,25.9,5.0,1025.2,10.0,4.4,8.9,15.0,32.0,21.0,0.0,9.1,0,424
7,2014,02,09,2014-02-09,25.5,8.3,1020.2,9.3,3.8,8.0,999.9,30.9,21.0,0.0,9.1,0,450
1,2014,02,10,2014-02-10,25.1,12.4,1019.4,7.6,5.4,9.9,19.0,30.9,21.0,0.1,7.9,1,678
2,2014,02,11,2014-02-11,21.7,4.1,1026.7,10.0,5.2,8.9,15.9,28.9,16.0,0.0,9.8,0,636
3,2014,02,12,2014-02-12,18.9,2.7,1032.4,10.0,5.0,8.9,14.0,26.1,12.9,0.0,9.8,0,640
4,2014,02,13,2014-02-13,29.9,24.8,1014.2,3.6,10.6,19.0,33.0,36.0,12.9,0.25,9.8,1,447
5,2014,02,14,2014-02-14,35.5,26.4,993.7,6.3,9.3,18.1,26.0,39.9,24.1,1.83,11.8,1,792
6,2014,02,15,2014-02-15,35.6,23.9,1006.5,7.0,6.5,14.0,22.0,39.9,30.9,0.3,18.1,1,516
7,2014,02,16,2014-02-16,26.6,11.6,1011.2,9.1,8.3,13.0,24.1,37.0,21.0,0.13,18.1,0,464
1,2014,02,17,2014-02-17,23.7,3.1,1024.2,10.0,5.5,11.1,18.1,32.0,18.0,0.0,18.1,0,491
2,2014,02,18,2014-02-18,32.0,18.5,1020.7,7.1,4.2,8.9,18.1,39.0,26.1,0.07,16.9,1,518
3,2014,02,19,2014-02-19,38.4,28.2,1014.5,6.8,3.9,8.9,17.1,45.0,26.1,0.09,18.1,0,552
4,2014,02,20,2014-02-20,42.8,26.6,1019.7,9.5,4.7,8.9,18.1,50.0,37.9,0.26,16.9,0,556
5,2014,02,21,2014-02-21,39.4,36.3,1011.7,2.9,6.3,14.0,28.0,48.2,35.6,0.03,15.0,1,545
6,2014,02,22,2014-02-22,46.0,25.8,1014.5,10.0,5.8,11.1,19.0,54.0,41.0,0.09,13.0,0,587
7,2014,02,23,2014-02-23,48.6,26.0,1014.8,10.0,4.1,6.0,17.1,54.0,39.9,0.0,9.8,0,414
1,2014,02,24,2014-02-24,39.1,17.0,1011.6,10.0,7.6,13.0,22.9,54.0,32.0,0.0,9.1,0,569
2,2014,02,25,2014-02-25,28.2,9.0,1016.7,10.0,7.3,14.0,22.0,44.1,24.1,0.0,5.9,0,513
3,2014,02,26,2014-02-26,27.4,9.3,1012.7,8.9,5.0,14.0,22.0,33.1,24.1,0.0,5.9,0,511
4,2014,02,27,2014-02-27,24.6,1.3,1007.8,9.7,5.7,12.0,34.0,34.0,19.9,0.03,5.9,0,571
5,2014,02,28,2014-02-28,16.5,-8.0,1024.3,10.0,6.1,14.0,24.1,34.0,9.0,0.0,5.9,0,655
6,2014,03,01,2014-03-01,27.2,5.8,1027.7,10.0,3.4,7.0,14.0,37.0,9.0,0.0,5.9,0,497
7,2014,03,02,2014-03-02,36.9,17.9,1018.5,9.8,3.4,8.0,999.9,39.9,35.1,0.0,5.9,0,344
1,2014,03,03,2014-03-03,25.3,7.2,1019.9,8.7,5.7,12.0,20.0,39.9,19.0,0.04,5.1,0,440
2,2014,03,04,2014-03-04,20.1,-0.1,1027.2,10.0,4.4,8.0,999.9,32.0,12.9,0.0,5.1,0,532
3,2014,03,05,2014-03-05,31.3,6.0,1024.3,10.0,3.2,8.9,14.0,37.0,28.0,0.0,5.1,0,491
4,2014,03,06,2014-03-06,24.5,4.1,1033.6,10.0,8.1,11.1,19.0,39.0,16.0,0.0,3.9,0,558
5,2014,03,07,2014-03-07,30.2,17.9,1026.9,10.0,6.8,11.1,19.0,37.0,16.0,0.0,3.9,0,533
6,2014,03,08,2014-03-08,42.8,26.9,1011.4,10.0,5.1,11.1,20.0,57.0,26.1,0.0,3.9,0,515
7,2014,03,09,2014-03-09,41.4,18.9,1013.9,9.6,5.6,9.9,18.1,57.0,35.1,0.0,3.1,0,404
1,2014,03,10,2014-03-10,42.3,18.9,1009.9,9.7,4.7,9.9,24.1,51.1,35.6,0.0,2.0,0,513
2,2014,03,11,2014-03-11,53.6,30.9,1002.9,9.9,4.6,8.0,15.9,64.9,36.0,0.0,1.2,0,510
3,2014,03,12,2014-03-12,52.5,38.4,997.5,7.9,3.3,7.0,17.1,66.0,45.0,0.0,999.9,0,515
4,2014,03,13,2014-03-13,28.7,11.7,1000.8,9.1,11.0,17.1,31.1,55.9,18.0,0.35,999.9,0,545
5,2014,03,14,2014-03-14,30.5,5.2,1019.6,10.0,6.1,13.0,26.0,46.0,18.0,0.0,999.9,0,585
6,2014,03,15,2014-03-15,49.9,24.2,1010.0,10.0,6.6,13.0,26.0,57.9,41.0,0.0,999.9,0,519
7,2014,03,16,2014-03-16,37.0,10.4,1019.5,10.0,7.3,15.0,24.1,57.9,30.0,0.0,999.9,0,412
1,2014,03,17,2014-03-17,28.9,2.5,1019.0,10.0,7.5,12.0,20.0,42.1,23.0,0.0,999.9,0,519
2,2014,03,18,2014-03-18,33.9,7.3,1022.9,10.0,5.7,12.0,19.0,43.0,23.0,0.0,999.9,0,551
3,2014,03,19,2014-03-19,36.9,27.1,1023.5,9.4,6.2,9.9,17.1,44.1,28.0,0.0,999.9,0,525
4,2014,03,20,2014-03-20,45.6,34.5,1008.2,6.6,6.6,14.0,24.1,54.0,32.0,0.92,999.9,0,627
5,2014,03,21,2014-03-21,44.1,18.4,1014.0,10.0,8.2,12.0,22.0,54.0,39.0,0.0,999.9,0,589
6,2014,03,22,2014-03-22,49.9,25.2,1012.5,10.0,5.6,11.1,22.0,63.0,39.0,0.0,999.9,0,493
7,2014,03,23,2014-03-23,40.9,17.7,1016.2,10.0,5.8,9.9,20.0,63.0,35.1,0.0,999.9,0,427
1,2014,03,24,2014-03-24,28.0,2.8,1021.4,10.0,6.3,9.9,18.1,42.1,21.0,0.0,999.9,0,547
2,2014,03,25,2014-03-25,32.4,7.4,1018.7,10.0,4.1,9.9,15.9,39.0,21.0,0.0,999.9,0,474
3,2014,03,26,2014-03-26,33.1,9.4,1011.4,10.0,10.4,18.1,28.9,39.0,26.1,0.0,999.9,0,563
4,2014,03,27,2014-03-27,30.5,6.5,1026.3,10.0,6.7,15.9,26.0,44.1,21.9,0.0,999.9,0,538
5,2014,03,28,2014-03-28,48.0,33.7,1019.9,9.6,5.1,9.9,19.0,61.0,37.9,0.0,999.9,0,530
6,2014,03,29,2014-03-29,50.7,42.9,1018.8,7.5,6.6,15.0,21.0,62.1,37.0,0.04,999.9,0,569
7,2014,03,30,2014-03-30,45.3,41.9,1001.0,5.6,9.6,20.0,29.9,59.0,42.1,2.01,999.9,0,437
1,2014,03,31,2014-03-31,43.5,32.6,1009.7,9.5,8.2,12.0,25.1,55.9,36.0,0.3,999.9,0,559
2,2014,04,01,2014-04-01,46.8,26.9,1018.2,10.0,5.0,9.9,18.1,60.1,36.0,0.01,999.9,0,549
3,2014,04,02,2014-04-02,47.3,35.6,1018.6,9.8,1.9,5.1,999.9,60.1,39.0,0.0,999.9,0,519
4,2014,04,03,2014-04-03,53.6,30.8,1018.4,10.0,3.0,6.0,999.9,66.9,42.1,0.0,999.9,0,592
5,2014,04,04,2014-04-04,44.4,35.3,1016.9,8.0,6.5,12.0,18.1,54.0,39.9,0.1,999.9,0,622
6,2014,04,05,2014-04-05,45.8,32.8,1009.7,8.1,7.9,15.0,31.1,53.1,39.2,0.18,999.9,0,580
7,2014,04,06,2014-04-06,45.3,19.9,1020.4,10.0,4.3,9.9,21.0,61.0,36.0,0.0,999.9,0,484
1,2014,04,07,2014-04-07,47.2,31.4,1021.2,7.8,4.4,9.9,15.9,61.0,36.0,0.0,999.9,0,533
2,2014,04,08,2014-04-08,52.6,44.1,1000.6,4.7,5.6,12.0,22.9,64.0,43.0,0.86,999.9,1,606
3,2014,04,09,2014-04-09,52.2,28.7,1005.7,10.0,6.6,13.0,21.0,64.0,45.0,0.34,999.9,0,595
4,2014,04,10,2014-04-10,50.5,19.3,1019.3,10.0,5.8,14.0,20.0,61.0,42.1,0.0,999.9,0,645
5,2014,04,11,2014-04-11,62.1,37.1,1015.6,10.0,5.7,9.9,17.1,75.0,42.1,0.0,999.9,0,609
6,2014,04,12,2014-04-12,60.4,39.7,1020.2,10.0,3.6,8.9,17.1,75.0,50.0,0.0,999.9,0,578
7,2014,04,13,2014-04-13,63.0,42.1,1020.0,9.8,4.7,8.9,18.1,77.0,50.0,0.0,999.9,0,482
1,2014,04,14,2014-04-14,67.3,52.2,1014.7,10.0,6.4,11.1,26.0,77.0,54.0,0.0,999.9,0,514
2,2014,04,15,2014-04-15,58.5,53.5,1006.6,7.6,6.9,14.0,24.1,75.0,44.1,0.07,999.9,0,452
3,2014,04,16,2014-04-16,38.8,22.0,1023.9,8.5,7.3,15.0,26.0,63.0,30.9,0.69,999.9,0,570
4,2014,04,17,2014-04-17,41.6,21.3,1037.7,10.0,7.2,11.1,19.0,48.9,30.9,0.05,999.9,0,508
5,2014,04,18,2014-04-18,41.4,28.1,1032.9,10.0,5.1,8.9,15.0,48.9,36.0,0.0,999.9,0,496
6,2014,04,19,2014-04-19,52.6,28.3,1024.4,10.0,3.7,8.0,15.0,68.0,35.1,0.0,999.9,0,525
7,2014,04,20,2014-04-20,52.1,26.1,1030.0,10.0,6.6,11.1,18.1,68.0,41.0,0.0,999.9,0,393
1,2014,04,21,2014-04-21,52.0,27.4,1021.8,10.0,3.6,8.0,999.9,66.9,41.0,0.0,999.9,0,521
2,2014,04,22,2014-04-22,59.0,44.3,1006.2,9.9,4.3,8.9,17.1,71.1,41.0,0.0,999.9,0,459
3,2014,04,23,2014-04-23,55.7,38.4,1001.6,9.9,6.6,13.0,26.0,71.1,48.0,0.01,999.9,0,536
4,2014,04,24,2014-04-24,50.5,18.2,1011.5,10.0,8.1,13.0,26.0,62.1,42.1,0.0,999.9,0,586
5,2014,04,25,2014-04-25,52.6,19.4,1015.2,10.0,4.2,8.0,18.1,63.0,44.1,0.0,999.9,0,617
6,2014,04,26,2014-04-26,53.0,42.0,1008.2,8.5,5.0,9.9,18.1,66.9,44.1,0.89,999.9,0,548
7,2014,04,27,2014-04-27,51.9,34.6,1014.3,9.6,5.2,8.0,17.1,66.9,46.0,0.05,999.9,0,449
1,2014,04,28,2014-04-28,54.5,32.5,1018.5,10.0,3.6,8.9,999.9,66.9,45.0,0.0,999.9,0,597
2,2014,04,29,2014-04-29,49.7,36.8,1025.0,10.0,7.1,12.0,20.0,66.9,45.0,0.0,999.9,0,555
3,2014,04,30,2014-04-30,44.2,40.6,1027.5,4.1,7.7,13.0,22.9,52.0,41.0,0.59,999.9,0,651
4,2014,05,01,2014-05-01,61.1,52.4,1006.9,4.7,4.6,8.0,15.9,78.1,41.0,4.53,999.9,1,650
5,2014,05,02,2014-05-02,63.4,41.8,1007.3,10.0,3.7,8.9,19.0,78.1,51.1,0.12,999.9,0,698
6,2014,05,03,2014-05-03,61.3,36.6,1010.0,9.8,3.6,7.0,15.0,70.0,54.0,0.0,999.9,0,590
7,2014,05,04,2014-05-04,57.6,41.0,1006.8,9.7,5.1,13.0,22.9,71.1,54.0,0.08,999.9,0,451
1,2014,05,05,2014-05-05,58.4,29.7,1010.2,10.0,7.2,13.0,22.9,70.0,50.0,0.02,999.9,0,618
2,2014,05,06,2014-05-06,60.3,28.0,1012.8,10.0,3.4,8.0,19.0,71.1,50.0,0.0,999.9,0,565
3,2014,05,07,2014-05-07,59.1,28.5,1021.0,10.0,3.2,8.9,17.1,71.1,50.0,0.0,999.9,0,603
4,2014,05,08,2014-05-08,55.9,48.7,1021.1,5.2,3.7,7.0,999.9,69.1,50.0,0.34,999.9,0,596
5,2014,05,09,2014-05-09,58.0,54.6,1020.5,3.5,2.9,8.0,14.0,63.0,53.1,0.11,999.9,0,584
6,2014,05,10,2014-05-10,65.6,60.2,1012.9,3.9,3.3,8.0,24.1,82.9,55.0,0.04,999.9,1,549
7,2014,05,11,2014-05-11,70.1,46.3,1014.9,9.6,4.0,8.9,15.0,82.9,57.0,0.4,999.9,0,584
1,2014,05,12,2014-05-12,73.8,49.3,1018.4,10.0,1.7,6.0,999.9,84.9,60.1,0.03,999.9,0,581
2,2014,05,13,2014-05-13,68.5,49.5,1020.4,9.6,5.0,14.0,24.1,84.9,60.1,0.0,999.9,0,560
3,2014,05,14,2014-05-14,58.2,47.3,1025.2,9.6,4.7,8.0,999.9,73.0,52.0,0.0,999.9,0,638
4,2014,05,15,2014-05-15,63.1,59.5,1022.3,4.0,4.4,8.9,15.0,71.1,52.0,0.12,999.9,0,659
5,2014,05,16,2014-05-16,65.9,62.8,1015.2,5.4,5.6,8.9,24.1,71.1,57.9,0.07,999.9,0,700
6,2014,05,17,2014-05-17,61.6,48.2,1014.5,8.7,5.3,8.0,18.1,70.0,53.1,1.51,999.9,0,619
7,2014,05,18,2014-05-18,60.0,36.4,1020.5,10.0,4.3,8.9,15.9,70.0,51.1,0.0,999.9,0,507
1,2014,05,19,2014-05-19,60.3,32.4,1020.9,10.0,4.3,11.1,15.9,72.0,48.9,0.0,999.9,0,572
2,2014,05,20,2014-05-20,66.2,36.9,1018.3,10.0,2.9,7.0,999.9,78.1,48.9,0.0,999.9,0,650
3,2014,05,21,2014-05-21,69.5,45.3,1014.5,10.0,2.7,7.0,999.9,78.1,53.1,0.0,999.9,0,575
4,2014,05,22,2014-05-22,62.7,56.3,1011.1,4.9,2.5,7.0,999.9,73.9,60.1,0.22,999.9,1,593
5,2014,05,23,2014-05-23,62.2,56.5,1011.5,5.0,3.1,8.0,17.1,71.1,59.0,0.02,999.9,0,660
6,2014,05,24,2014-05-24,60.2,54.1,1015.5,7.2,3.4,8.0,999.9,71.1,55.9,0.99,999.9,1,486
7,2014,05,25,2014-05-25,65.8,51.1,1018.1,8.0,2.0,6.0,999.9,80.1,55.0,0.32,999.9,0,472
1,2014,05,26,2014-05-26,74.7,48.0,1016.0,10.0,3.7,8.9,18.1,86.0,55.0,0.0,999.9,0,433
2,2014,05,27,2014-05-27,78.3,55.0,1011.0,9.9,3.4,8.9,19.0,86.0,66.0,0.0,999.9,0,645
3,2014,05,28,2014-05-28,61.5,52.8,1013.2,9.2,6.3,11.1,18.1,86.0,55.0,0.0,999.9,0,538
4,2014,05,29,2014-05-29,56.3,43.4,1022.2,10.0,4.8,9.9,15.9,66.0,51.1,0.0,999.9,0,663
5,2014,05,30,2014-05-30,63.3,44.7,1018.8,9.9,1.6,6.0,14.0,75.0,51.1,0.0,999.9,0,650
6,2014,05,31,2014-05-31,64.2,48.7,1020.3,10.0,5.5,11.1,22.0,75.0,55.0,0.0,999.9,0,587
7,2014,06,01,2014-06-01,64.8,41.2,1026.4,10.0,2.8,6.0,999.9,77.0,55.0,0.05,999.9,0,604
1,2014,06,02,2014-06-02,69.7,45.4,1022.2,10.0,3.9,6.0,15.9,80.1,55.0,0.0,999.9,0,643
2,2014,06,03,2014-06-03,75.3,58.5,1014.3,8.9,3.7,8.0,999.9,87.1,59.0,0.0,999.9,0,663
3,2014,06,04,2014-06-04,70.8,62.3,1009.1,6.3,2.7,8.9,14.0,87.1,63.0,0.12,999.9,0,582
4,2014,06,05,2014-06-05,68.1,60.0,1006.0,6.5,4.5,9.9,17.1,82.0,61.0,0.62,999.9,0,569
5,2014,06,06,2014-06-06,67.7,47.9,1010.5,10.0,4.2,8.0,999.9,75.9,61.0,0.25,999.9,0,743
6,2014,06,07,2014-06-07,71.0,50.9,1014.5,10.0,2.5,6.0,999.9,82.0,60.1,0.0,999.9,0,623
7,2014,06,08,2014-06-08,75.0,53.9,1013.5,10.0,2.1,8.0,999.9,86.0,60.1,0.0,999.9,0,516
1,2014,06,09,2014-06-09,67.4,59.2,1013.2,4.6,3.6,6.0,999.9,73.9,62.6,0.64,999.9,1,528
2,2014,06,10,2014-06-10,69.5,64.5,1014.0,5.4,3.4,7.0,999.9,77.0,63.0,0.96,999.9,0,569
3,2014,06,11,2014-06-11,67.0,60.6,1017.8,8.7,6.0,11.1,18.1,77.0,61.0,0.02,999.9,0,576
4,2014,06,12,2014-06-12,64.7,59.5,1017.8,6.6,4.6,8.0,999.9,72.0,60.1,0.0,999.9,0,563
5,2014,06,13,2014-06-13,69.5,65.6,1010.1,4.1,3.4,6.0,999.9,79.0,60.1,0.21,999.9,1,708
6,2014,06,14,2014-06-14,69.0,59.3,1011.6,7.4,3.7,11.1,19.0,72.0,64.0,1.14,999.9,0,613
7,2014,06,15,2014-06-15,67.7,50.3,1017.7,10.0,4.0,8.0,999.9,80.1,59.0,0.0,999.9,0,475
1,2014,06,16,2014-06-16,72.3,55.3,1019.5,10.0,2.1,7.0,999.9,81.0,59.0,0.0,999.9,0,622
2,2014,06,17,2014-06-17,77.7,62.1,1016.7,9.0,3.4,6.0,999.9,89.1,63.0,0.0,999.9,0,666
3,2014,06,18,2014-06-18,83.4,62.7,1011.7,9.7,5.6,11.1,19.0,89.1,71.1,0.0,999.9,0,663
4,2014,06,19,2014-06-19,74.9,62.0,1014.9,10.0,3.0,8.0,999.9,89.1,69.1,0.0,999.9,0,675
5,2014,06,20,2014-06-20,71.8,50.5,1014.9,9.3,3.7,7.0,999.9,79.0,64.0,0.15,999.9,0,765
6,2014,06,21,2014-06-21,70.4,46.6,1013.8,10.0,4.7,8.9,15.9,79.0,62.1,0.0,999.9,0,557
7,2014,06,22,2014-06-22,69.8,53.2,1014.3,10.0,1.5,5.1,999.9,79.0,62.1,0.0,999.9,0,477
1,2014,06,23,2014-06-23,71.8,54.4,1018.7,10.0,2.4,8.0,999.9,81.0,64.0,0.0,999.9,0,644
2,2014,06,24,2014-06-24,73.1,57.9,1019.9,10.0,3.8,8.0,18.1,81.0,64.9,0.0,999.9,0,632
3,2014,06,25,2014-06-25,75.4,65.8,1014.6,9.0,5.0,8.0,17.1,84.9,68.0,0.0,999.9,0,646
4,2014,06,26,2014-06-26,76.6,67.6,1010.5,9.0,3.4,8.0,999.9,84.9,70.0,0.15,999.9,0,670
5,2014,06,27,2014-06-27,75.1,60.6,1018.1,10.0,3.4,9.9,999.9,82.9,69.1,0.07,999.9,0,660
6,2014,06,28,2014-06-28,74.5,54.8,1023.9,10.0,2.5,7.0,999.9,87.1,66.0,0.0,999.9,0,611
7,2014,06,29,2014-06-29,74.4,56.2,1023.4,10.0,2.1,5.1,999.9,87.1,66.0,0.0,999.9,0,537
